split,calibration_method,uncertainty_metric,threshold,loss,experts_per_token,method,fraction_k2,execution,seed
validation_predeclared_comparison,uncalibrated,max_probability,0.25497239078524897,2.0681674003601076,1.0,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.2549730913333026,2.0681674003601076,1.0,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.41114101635501676,2.0616117787361143,1.05228515625,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.44174649653216463,2.0576464128494263,1.09951171875,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.4911232366409657,2.049811985492706,1.19740234375,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.5383674602088875,2.0420267820358275,1.295703125,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.5834449178207443,2.0359784603118896,1.3965234375,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.625441097183655,2.0316827297210693,1.4950390625,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.6695272836691221,2.0289006662368774,1.5953515625,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.7158015322132638,2.0265812993049623,1.69796875,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.7658930072431869,2.025751914978027,1.804296875,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.8198048320659902,2.0254781293869017,1.9071484375,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.8509782341261759,2.025475480556488,1.95330078125,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.9555211449670536,2.0254147696495055,2.0,max_probability,,,
validation_predeclared_comparison,uncalibrated,max_probability,0.9555218455151073,2.0254147696495055,2.0,max_probability,,,
validation_predeclared_comparison,uncalibrated,entropy,0.22809735243670168,2.0254147696495055,2.0,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,0.22809851031305683,2.0254147696495055,2.0,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,0.5752526237236247,2.0254589414596555,1.953515625,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,0.658426091333497,2.0255235910415648,1.906796875,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,0.7832985034275443,2.0260049414634707,1.803359375,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,0.8799980247465502,2.027080411911011,1.69876953125,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,0.9537949469939065,2.0300827407836914,1.5948828125,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.0155043690084198,2.0337620973587036,1.49380859375,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.0675874470815285,2.0386030578613283,1.397421875,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.1147927895650427,2.0440046691894533,1.29888671875,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.1622772491557969,2.0527161622047423,1.19890625,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.2189764046348386,2.0590873432159422,1.100234375,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.2587263539389333,2.063070819377899,1.05162109375,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.3859748654745967,2.0681674003601076,1.0,entropy,,,
validation_predeclared_comparison,uncalibrated,entropy,1.385976023350952,2.0681674003601076,1.0,entropy,,,
validation_predeclared_comparison,uncalibrated,margin,-9.354953240119966e-07,2.0681674003601076,1.0,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.0,2.0681674003601076,1.0,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.052180567357657436,2.061730341911316,1.05142578125,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.10210788252618562,2.0574145841598512,1.10072265625,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.19403814471023062,2.0479345989227293,1.1965234375,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.28107346151297774,2.0407135343551634,1.29859375,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.3591697256174281,2.035374743938446,1.3961328125,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.43150080477629066,2.031418116092682,1.494453125,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.5061364425197188,2.028456473350525,1.59533203125,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.5801139074424247,2.026489584445953,1.69708984375,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.6575286501686243,2.025466814041138,1.80568359375,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.7375942924183964,2.0253384351730346,1.9060546875,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.7837140326254087,2.0254042506217957,1.95341796875,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.9354953240119966,2.0254147696495055,2.0,margin,,,
validation_predeclared_comparison,uncalibrated,margin,0.9354962595073206,2.0254147696495055,2.0,margin,,,
validation_exploratory_linear_router_only_seed_11,,,-0.023182814940810204,2.0254147696495055,2.0,linear_router_only,1.0,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,-0.023182569071650505,2.0254147696495055,2.0,linear_router_only,1.0,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,-0.01670205406844616,2.0268011546134947,1.94818359375,linear_router_only,0.94818359375,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,-0.013863482698798179,2.0278755593299866,1.89798828125,linear_router_only,0.89798828125,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,-0.009347135946154595,2.0305979824066163,1.7948828125,linear_router_only,0.7948828125,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,-0.005308393761515618,2.0327887773513793,1.69181640625,linear_router_only,0.6918164062500001,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,-0.001018641516566276,2.0353171491622923,1.58916015625,linear_router_only,0.58916015625,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.004689430817961693,2.0381243681907653,1.48873046875,linear_router_only,0.48873046875000004,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.012442897632718084,2.041164638996124,1.39375,linear_router_only,0.39375000000000004,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.023202008381485898,2.045599980354309,1.2938671875,linear_router_only,0.29386718750000007,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.03875984400510794,2.052040994167328,1.19513671875,linear_router_only,0.19513671874999994,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.06186369657516481,2.0586110401153563,1.09701171875,linear_router_only,0.09701171874999992,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.07738237977027888,2.0629091167449953,1.04921875,linear_router_only,0.04921875000000009,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.22282421588897705,2.0681674003601076,1.0,linear_router_only,0.0,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_11,,,0.22282446920871735,2.0681674003601076,1.0,linear_router_only,0.0,online learned gate inside frozen model,11.0
validation_exploratory_linear_router_only_seed_22,,,-0.00359927024692297,2.0254147696495055,2.0,linear_router_only,1.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,-0.0035991910845041275,2.0254147696495055,2.0,linear_router_only,1.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,-0.0022885079495608804,2.025389587879181,1.94810546875,linear_router_only,0.9481054687499999,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,-0.0015963457524776456,2.025506556034088,1.89568359375,linear_router_only,0.8956835937500001,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,-0.00020263753831386533,2.025717353820801,1.7955859375,linear_router_only,0.7955859375000001,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.0016624276526272296,2.026653318405151,1.69431640625,linear_router_only,0.69431640625,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.004625677689909936,2.0288901352882385,1.593671875,linear_router_only,0.5936718750000001,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.008953253272920847,2.032235331535339,1.496328125,linear_router_only,0.496328125,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.015025487542152393,2.0360412859916686,1.39455078125,linear_router_only,0.39455078125,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.022697420977056022,2.0412292003631594,1.296953125,linear_router_only,0.29695312499999993,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.03231110423803331,2.047845251560211,1.19896484375,linear_router_only,0.19896484375,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.044598887860775004,2.0572633934020996,1.098828125,linear_router_only,0.09882812500000004,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.0516816899180412,2.0621454524993896,1.0510546875,linear_router_only,0.05105468749999997,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.07555242627859116,2.0681674003601076,1.0,linear_router_only,0.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_22,,,0.07555250823497772,2.0681674003601076,1.0,linear_router_only,0.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_router_only_seed_33,,,-0.003672943217679858,2.0254147696495055,2.0,linear_router_only,1.0,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,-0.003672868013381958,2.0254147696495055,2.0,linear_router_only,1.0,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,-0.0011800919659435748,2.0253473472595216,1.9479296875,linear_router_only,0.9479296875000001,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,-0.0003195453435182567,2.0253858542442322,1.89583984375,linear_router_only,0.8958398437499999,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.0012191142886877064,2.0257581067085266,1.79421875,linear_router_only,0.79421875,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.0032539801672101,2.0264565420150755,1.6943359375,linear_router_only,0.6943359375,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.006245231069624425,2.0285819292068483,1.5960546875,linear_router_only,0.5960546874999999,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.010629843454807997,2.031931176185608,1.4971875,linear_router_only,0.4971874999999999,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.01627351492643356,2.0358324003219606,1.395859375,linear_router_only,0.3958593749999999,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.02305193655192852,2.041229076385498,1.2975390625,linear_router_only,0.29753906250000006,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.031383652985095975,2.0471160674095152,1.1983203125,linear_router_only,0.19832031249999993,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.04173977784812451,2.0570793175697326,1.10037109375,linear_router_only,0.10037109374999997,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.047713733091950414,2.0626286339759825,1.05068359375,linear_router_only,0.05068359375000009,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.07147372514009476,2.0681674003601076,1.0,linear_router_only,0.0,online learned gate inside frozen model,33.0
validation_exploratory_linear_router_only_seed_33,,,0.07147379964590073,2.0681674003601076,1.0,linear_router_only,0.0,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_11,,,-0.07826083153486252,2.0254147696495055,2.0,linear_hidden_router,1.0,online learned gate inside frozen model,11.0
