base_seed,gate_seed,target_experts_per_token,mlp_actual_experts_per_token,margin_actual_experts_per_token,mlp_validation_loss,margin_validation_loss,delta_loss,mlp_threshold,margin_threshold
601,11,1.1,1.0999739583333332,1.0979296875,1.7802735233306886,1.7832244098186494,-0.0029508864879608243,0.04326814487576485,0.11459960639476777
601,11,1.2,1.2021744791666666,1.19859375,1.7755385160446167,1.7769461905956268,-0.0014076745510100963,0.02903019040822983,0.21646204292774202
601,11,1.3,1.3002734375,1.299140625,1.7729478180408478,1.7736811172962188,-0.0007332992553710227,0.020574148744344704,0.29634858965873717
601,11,1.4,1.3999609375,1.3998307291666667,1.7713279080390931,1.7710029339790345,0.00032497406005860263,0.013802344352006906,0.3642547488212586
601,11,1.5,1.4969270833333332,1.4987109375,1.7690779078006744,1.7692004024982453,-0.00012249469757086295,0.007941173389554024,0.4241025745868683
601,22,1.1,1.1016796875,1.0979296875,1.7793666863441466,1.7832244098186494,-0.00385772347450275,0.04414335191249848,0.11459960639476777
601,22,1.2,1.2047135416666668,1.19859375,1.7748308312892913,1.7769461905956268,-0.0021153593063354403,0.02952561117708683,0.21646204292774202
601,22,1.3,1.3086197916666666,1.299140625,1.7723402559757233,1.7736811172962188,-0.00134086132049549,0.0204685542732477,0.29634858965873717
601,22,1.4,1.4064713541666667,1.3998307291666667,1.7701241016387939,1.7710029339790345,-0.000878832340240665,0.01373672895133495,0.3642547488212586
601,22,1.5,1.5087760416666667,1.4987109375,1.7689413952827453,1.7692004024982453,-0.0002590072154999845,0.00765581987798214,0.4241025745868683
601,33,1.1,1.1001953125,1.0979296875,1.7809463298320771,1.7832244098186494,-0.0022780799865722567,0.037714655324816715,0.11459960639476777
601,33,1.2,1.2042317708333334,1.19859375,1.7753802597522736,1.7769461905956268,-0.0015659308433531027,0.02412410564720631,0.21646204292774202
601,33,1.3,1.3020052083333333,1.299140625,1.7717182290554048,1.7736811172962188,-0.0019628882408140313,0.016058846563100807,0.29634858965873717
601,33,1.4,1.3988411458333334,1.3998307291666667,1.7698457860946655,1.7710029339790345,-0.0011571478843690475,0.009666577167809004,0.3642547488212586
601,33,1.5,1.4959114583333333,1.4987109375,1.7686910259723663,1.7692004024982453,-0.0005093765258790128,0.004144314210861921,0.4241025745868683
602,11,1.1,1.1070052083333333,1.0978255208333334,1.7783092534542084,1.7802370285987854,-0.001927775144576982,0.04232760779559613,0.10507920980453492
602,11,1.2,1.2119401041666666,1.1987890625,1.7728487324714661,1.7709337568283081,0.0019149756431580123,0.027850975096225746,0.2137914299964905
602,11,1.3,1.3107421875,1.2980729166666667,1.7694531905651092,1.7670073115825653,0.002445878982543892,0.019337096065282812,0.30476114153862
602,11,1.4,1.411171875,1.3996223958333334,1.7677937030792237,1.765323760509491,0.0024699425697327637,0.012466253340244288,0.3779127597808838
602,11,1.5,1.5091145833333333,1.4976822916666668,1.7659943115711212,1.7643928956985473,0.001601415872573897,0.006548630073666573,0.4396377354860306
602,22,1.1,1.1061328125,1.0978255208333334,1.7772929632663728,1.7802370285987854,-0.0029440653324126487,0.04471045695245267,0.10507920980453492
602,22,1.2,1.20828125,1.1987890625,1.77262629032135,1.7709337568283081,0.0016925334930419922,0.028192367404699336,0.2137914299964905
602,22,1.3,1.3082942708333334,1.2980729166666667,1.7703030133247375,1.7670073115825653,0.003295701742172197,0.018739227950572968,0.30476114153862
602,22,1.4,1.4086197916666667,1.3996223958333334,1.768423169851303,1.765323760509491,0.003099409341812187,0.01162490993738174,0.3779127597808838
602,22,1.5,1.5088671875,1.4976822916666668,1.7669373428821564,1.7643928956985473,0.002544447183609133,0.00557034183293581,0.4396377354860306
602,33,1.1,1.1032682291666667,1.0978255208333334,1.7795301687717437,1.7802370285987854,-0.0007068598270416615,0.040309654921293264,0.10507920980453492
602,33,1.2,1.2008463541666667,1.1987890625,1.7742312169075012,1.7709337568283081,0.003297460079193071,0.025603066757321387,0.2137914299964905
602,33,1.3,1.2977083333333332,1.2980729166666667,1.772078149318695,1.7670073115825653,0.0050708377361297075,0.017091577500104895,0.30476114153862
602,33,1.4,1.3933723958333333,1.3996223958333334,1.7699073207378389,1.765323760509491,0.004583560228347938,0.010471041873097414,0.3779127597808838
602,33,1.5,1.491171875,1.4976822916666668,1.767304390668869,1.7643928956985473,0.0029114949703217263,0.004488789942115545,0.4396377354860306
603,11,1.1,1.1075390625,1.0975651041666667,1.7896747815608978,1.7928358793258667,-0.0031610977649689787,0.04978126585483553,0.0884890601038933
603,11,1.2,1.2086197916666668,1.1977734375,1.7829193806648254,1.78508145570755,-0.002162075042724698,0.033356814831495295,0.17521742582321168
603,11,1.3,1.3061458333333333,1.2968489583333334,1.7800404357910156,1.78096062541008,-0.000920189619064482,0.023610933870077132,0.25082284212112427
603,11,1.4,1.401640625,1.3951171875,1.7776441729068757,1.7782394731044768,-0.000595300197601123,0.016045525670051575,0.31948047280311587
603,11,1.5,1.5003776041666668,1.4949739583333332,1.7748372888565063,1.7763949072360992,-0.0015576183795928955,0.009206172078847885,0.38665546476840973
603,22,1.1,1.0977473958333333,1.0975651041666667,1.7928998291492462,1.7928358793258667,6.394982337942778e-05,0.050020299851894386,0.0884890601038933
603,22,1.2,1.2001171875,1.1977734375,1.7871026003360748,1.78508145570755,0.0020211446285247625,0.03340795412659646,0.17521742582321168
603,22,1.3,1.3018619791666666,1.2968489583333334,1.7816578733921051,1.78096062541008,0.0006972479820250843,0.023213225230574598,0.25082284212112427
603,22,1.4,1.40359375,1.3951171875,1.779233716726303,1.7782394731044768,0.0009942436218262074,0.015310103632509708,0.31948047280311587
603,22,1.5,1.5021354166666667,1.4949739583333332,1.7772023022174834,1.7763949072360992,0.0008073949813842685,0.008542056195437908,0.38665546476840973
603,33,1.1,1.1028385416666666,1.0975651041666667,1.7904617774486542,1.7928358793258667,-0.002374101877212542,0.04917177222669126,0.0884890601038933
