base_seed,gate_seed,target_experts_per_token,mlp_actual_experts_per_token,margin_actual_experts_per_token,mlp_validation_loss,margin_validation_loss,delta_loss,mlp_threshold,margin_threshold
101,11,1.1,1.10271484375,1.101015625,2.0519363474845886,2.057414484024048,-0.005478136539459388,0.06110962405800821,0.10339169204235078
101,11,1.2,1.2040625,1.19890625,2.0441728401184083,2.047920618057251,-0.0037477779388428445,0.038567353785038005,0.21051972210407258
101,11,1.3,1.300546875,1.2996875,2.0400175857543945,2.040820083618164,-0.0008024978637695135,0.02585514076054096,0.3214478850364685
101,11,1.4,1.401640625,1.4,2.038035283088684,2.0363396120071413,0.0016956710815425602,0.01634555123746395,0.4171233773231507
101,11,1.5,1.50041015625,1.50083984375,2.035860149860382,2.0340770626068116,0.001783087253570237,0.008848351426422596,0.49694666266441345
101,22,1.1,1.10521484375,1.101015625,2.052429852485657,2.057414484024048,-0.004984631538391238,0.05858066082000733,0.10339169204235078
101,22,1.2,1.204921875,1.19890625,2.0454451131820677,2.047920618057251,-0.002475504875183443,0.036639912426471716,0.21051972210407258
101,22,1.3,1.3046875,1.2996875,2.0413164782524107,2.040820083618164,0.0004963946342466663,0.024648691713809966,0.3214478850364685
101,22,1.4,1.40576171875,1.4,2.038335783481598,2.0363396120071413,0.0019961714744565207,0.015951067954301828,0.4171233773231507
101,22,1.5,1.5037109375,1.50083984375,2.036687185764313,2.0340770626068116,0.0026101231575013095,0.008718816563487053,0.49694666266441345
101,33,1.1,1.09935546875,1.101015625,2.0523215079307557,2.057414484024048,-0.00509297609329229,0.06730154752731324,0.10339169204235078
101,33,1.2,1.2003125,1.19890625,2.0460752940177915,2.047920618057251,-0.0018453240394595838,0.041900202631950385,0.21051972210407258
101,33,1.3,1.29685546875,1.2996875,2.041338064670563,2.040820083618164,0.0005179810523987527,0.028225518018007274,0.3214478850364685
101,33,1.4,1.39060546875,1.4,2.0379517793655397,2.0363396120071413,0.0016121673583984197,0.018739897012710567,0.4171233773231507
101,33,1.5,1.48845703125,1.50083984375,2.0360187435150148,2.0340770626068116,0.001941680908203125,0.010899312794208527,0.49694666266441345
202,11,1.1,1.09845703125,1.100078125,2.0451681923866274,2.047196526527405,-0.0020283341407774103,0.06365904957056047,0.15562864243984223
202,11,1.2,1.1976953125,1.20388671875,2.038889954090118,2.039600613117218,-0.0007106590270997692,0.04061141088604927,0.29854961633682253
202,11,1.3,1.29830078125,1.30712890625,2.034177930355072,2.0339738011360167,0.00020412921905554882,0.02704005558043716,0.4042655110359192
202,11,1.4,1.3959765625,1.4105859375,2.0320819997787476,2.03111802816391,0.0009639716148375221,0.01706203296780586,0.4834276795387268
202,11,1.5,1.49220703125,1.5108984375,2.030322732925415,2.029480471611023,0.0008422613143919122,0.008865909650921822,0.5463139712810516
202,22,1.1,1.09953125,1.100078125,2.043278999328613,2.047196526527405,-0.0039175271987916815,0.053815498948097236,0.15562864243984223
202,22,1.2,1.20314453125,1.20388671875,2.0383379459381104,2.039600613117218,-0.0012626671791076127,0.03495917543768883,0.29854961633682253
202,22,1.3,1.30279296875,1.30712890625,2.0350826025009154,2.0339738011360167,0.0011088013648987705,0.0249135460704565,0.4042655110359192
202,22,1.4,1.398359375,1.4105859375,2.032615854740143,2.03111802816391,0.0014978265762328746,0.017479431629180905,0.4834276795387268
202,22,1.5,1.496640625,1.5108984375,2.0311274576187133,2.029480471611023,0.0016469860076901988,0.010767530649900436,0.5463139712810516
202,33,1.1,1.094921875,1.100078125,2.0439179277420045,2.047196526527405,-0.0032785987854002663,0.06173911243677141,0.15562864243984223
202,33,1.2,1.19767578125,1.20388671875,2.036136028766632,2.039600613117218,-0.003464584350585831,0.03934108167886736,0.29854961633682253
202,33,1.3,1.301953125,1.30712890625,2.031710901260376,2.0339738011360167,-0.002262899875640656,0.026356155425310133,0.4042655110359192
202,33,1.4,1.4033203125,1.4105859375,2.0298480129241945,2.03111802816391,-0.001270015239715594,0.016933691501617432,0.4834276795387268
202,33,1.5,1.50166015625,1.5108984375,2.0291426467895506,2.029480471611023,-0.0003378248214724877,0.009289238601922989,0.5463139712810516
303,11,1.1,1.1076171875,1.101796875,2.043117187023163,2.04569678068161,-0.002579593658447177,0.051725033298134805,0.1334223449230194
303,11,1.2,1.2108203125,1.20708984375,2.0383569383621216,2.039624099731445,-0.0012671613693235884,0.03437657952308657,0.2591162979602814
303,11,1.3,1.30599609375,1.30876953125,2.035898506641388,2.037450168132782,-0.001551661491394185,0.024480921030044542,0.3588714867830276
303,11,1.4,1.40501953125,1.4096875,2.0336909556388854,2.0356550717353823,-0.0019641160964969373,0.016863100230693814,0.4409625768661499
303,11,1.5,1.50287109375,1.509765625,2.0320664501190184,2.0338783621788026,-0.0018119120597841487,0.010141417384147644,0.5107476115226746
303,22,1.1,1.10951171875,1.101796875,2.042857654094696,2.04569678068161,-0.002839126586914098,0.05397942736744885,0.1334223449230194
303,22,1.2,1.2093359375,1.20708984375,2.037369451522827,2.039624099731445,-0.002254648208618093,0.034599468111991896,0.2591162979602814
303,22,1.3,1.3065625,1.30876953125,2.034504981040955,2.037450168132782,-0.0029451870918273393,0.023512311279773702,0.3588714867830276
303,22,1.4,1.4013671875,1.4096875,2.0320936393737794,2.0356550717353823,-0.00356143236160289,0.015314473211765288,0.4409625768661499
303,22,1.5,1.4991796875,1.509765625,2.0313871765136717,2.0338783621788026,-0.002491185665130846,0.008460745215415955,0.5107476115226746
303,33,1.1,1.10572265625,1.101796875,2.041967234611511,2.04569678068161,-0.003729546070098788,0.05360939204692841,0.1334223449230194
303,33,1.2,1.209140625,1.20708984375,2.036478009223938,2.039624099731445,-0.0031460905075073597,0.03398951813578606,0.2591162979602814
303,33,1.3,1.30791015625,1.30876953125,2.033925487995148,2.037450168132782,-0.003524680137634295,0.023326035588979714,0.3588714867830276
303,33,1.4,1.4058984375,1.4096875,2.032536492347717,2.0356550717353823,-0.0031185793876651324,0.01550742760300636,0.4409625768661499
303,33,1.5,1.5048046875,1.509765625,2.0313652634620665,2.0338783621788026,-0.0025130987167361063,0.008804745972156525,0.5107476115226746
404,11,1.1,1.1086328125,1.09833984375,2.0428165125846864,2.0472843074798583,-0.004467794895171906,0.062301341444253935,0.180862632393837
404,11,1.2,1.218671875,1.2025,2.0366474175453186,2.03983188867569,-0.003184471130371236,0.03800045773386967,0.3220685124397278
404,11,1.3,1.3234375,1.30798828125,2.033138039112091,2.03479341506958,-0.0016553759574891025,0.02527146227657795,0.41590767800807954
404,11,1.4,1.41986328125,1.4100390625,2.0314592123031616,2.03213684797287,-0.0006776356697084651,0.016472279280424117,0.48338899612426767
404,11,1.5,1.5177734375,1.50865234375,2.029765181541443,2.0303582549095154,-0.0005930733680723499,0.009167932905256748,0.5393324494361877
404,22,1.1,1.10025390625,1.09833984375,2.0449239897727964,2.0472843074798583,-0.0023603177070619097,0.05116133540868759,0.180862632393837
404,22,1.2,1.20134765625,1.2025,2.0381521081924436,2.03983188867569,-0.0016797804832462404,0.03180633559823039,0.3220685124397278
404,22,1.3,1.30048828125,1.30798828125,2.0357677698135377,2.03479341506958,0.0009743547439575728,0.021530473977327325,0.41590767800807954
404,22,1.4,1.40091796875,1.4100390625,2.0337030339241027,2.03213684797287,0.0015661859512325904,0.013765890151262282,0.48338899612426767
404,22,1.5,1.498515625,1.50865234375,2.0320682311058045,2.0303582549095154,0.001709976196289098,0.0072713568806648254,0.5393324494361877
404,33,1.1,1.10337890625,1.09833984375,2.04423225402832,2.0472843074798583,-0.0030520534515381392,0.05884605348110201,0.180862632393837
404,33,1.2,1.20537109375,1.2025,2.0374756908416747,2.03983188867569,-0.0023561978340151946,0.03654955029487611,0.3220685124397278
404,33,1.3,1.30466796875,1.30798828125,2.034711604118347,2.03479341506958,-8.181095123305226e-05,0.024274507164955134,0.41590767800807954
